"Pathways"	"Object ID"	"Reaction-List"
MGLDLCTANA-PWY	"MGLDLCTANA-PWY"	D-LACTATE-DEHYDROGENASE-CYTOCHROME-RXN // RXN-8641 // LACTALDEHYDE-OXI-RXN // D-LACTALDEHYDE-DEHYDROGENASE-RXN
PWY-7733	"PWY-7733"	RXN-17151 // RXN-17143 // RXN-17142 // RXN-17150 // RXN-17149 // RXN-17148 // RXN-17147 // RXN-17146
PWY-5928	"PWY-5928"	4.2.3.16-RXN // CARVEOL-DEHYDROGENASE-RXN // --LIMONENE-6-MONOOXYGENASE-RXN
PWY-6326	"PWY-6326"	RXN-19633 // RXN-14036 // RXN-14031 // RXN-14030 // RXN-10859
PWY-6445	"PWY-6445"	RXN-5106 // 4.2.3.16-RXN // 4.2.3.10-RXN
PWY-6397	"PWY-6397"	RXN-11094 // RXN-11092 // RXN-11091 // RXN-11093 // RXN1G-1633 // RXN-11082 // RXN-11081 // RXN-11080 // RXN-11079 // RXN-11078 // RXN-11077 // RXN-11075 // UDPGLUCEPIM-RXN // GALPMUT-RXN // RXN-11072 // RXN-11070 // RXN-6380
PWY-7710	"PWY-7710"	RXN-17060 // RXN-17059 // HOMOCITRATE-SYNTHASE-RXN // RXN-17027 // RXN-17026 // RXN-17025
ARG-GLU-PWY	"ARG-GLU-PWY"	ARGINASE-RXN // ORNITHINE-CYCLODEAMINASE-RXN
PWY-8032	"PWY-8032"	RXN-20205 // RXN-20204 // RXN-20203 // PABASYN-RXN // RXN-20192 // RXN-20193 // RXN-20194 // RXN-20195 // RXN-20196
PWY-6451	"PWY-6451"	RXN-8565
PWY-5848	"PWY-5848"	RXN-9212 // RXN-9219 // RXN-9218 // RXN-9211
PWY-6990	"PWY-6990"	GERANYL-DIPHOSPHATE-CYCLASE-RXN // RXN-13046 // +-BORNEOL-DEHYDROGENASE-RXN
PWY-6404	"PWY-6404"	PWY-6397 // PWY-6383 // UDPNAGSYN-PWY // PWY0-662 // DTDPRHAMSYN-PWY
PWY-7928	"PWY-7928"	RXN-19042 // RXN-19049 // RXN-19048 // RXN-19047 // RXN-19045 // RXN-19044 // RXN-19043 // RXN-19051
PWY-5872	"PWY-5872"	RXN-9106 // RXN-9285 // RXN-9282 // RXN-9279 // RXN-9230 // RXN-9237 // RXN-9236 // RXN-9235 // RXN-9234
ARGDEG-III-PWY	"ARGDEG-III-PWY"	N-CARBAMOYLPUTRESCINE-AMIDASE-RXN // AGMATINE-DEIMINASE-RXN // ARGDECARBOX-RXN
PWY-5456	"PWY-5456"	METHYL-GLYOXAL-DEHYDROG-RXN
PWY-5818	"PWY-5818"	RXN-17383 // RXN-17381 // RXN-17380 // RXN-17379 // RXN-17378 // RXN-17377 // RXN-17376 // RXN-9148 // RXN-9146 // RXN-9144 // RXN-9142 // RXN-9141 // RXN-9140
PWY-6991	"PWY-6991"	RXN-13002 // RXN-13047 // --BORNEOL-DEHYDROGENASE-RXN
CALVIN-PWY	"CALVIN-PWY"	RIB5PISOM-RXN // PHOSPHORIBULOKINASE-RXN // RIBULP3EPIM-RXN // SEDOHEPTULOSE-BISPHOSPHATASE-RXN // 2TRANSKETO-RXN // 1TRANSKETO-RXN // F16BDEPHOS-RXN // SEDOBISALDOL-RXN // F16ALDOLASE-RXN // TRIOSEPISOMERIZATION-RXN // 1.2.1.13-RXN // PHOSGLYPHOS-RXN // RIBULOSE-BISPHOSPHATE-CARBOXYLASE-RXN
PWY-8057	"PWY-8057"	RXN-20653 // RXN-20656 // RXN-20654 // RXN-20655
PWY-6454	"PWY-6454"	DLACTDEHYDROGNAD-RXN // RXN-11298 // 3.4.13.22-RXN
ARGDEG-V-PWY	"ARGDEG-V-PWY"	ARGININE-2-MONOOXYGENASE-RXN // GUANIDINOBUTYRASE-RXN // GUANIDINOBUTANAMIDE-NH3-RXN
PWY-6720	"PWY-6720"	RXN-12150 // RXN-12151 // RXN-12152 // RXN-12153 // RXN-12154
PWY0-1295	"PWY0-1295"	URPHOS-RXN // CYTIDEAM2-RXN
PWY-8063	"PWY-8063"	RXN-20704 // RXN-20705
PWY-6455	"PWY-6455"	RXN-11299 // 5.1.1.18-RXN // 3.4.13.22-RXN
PWY-7230	"PWY-7230"	RXN-20172 // RXN3O-73 // RXN3O-12 // RXN-20171 // RXN3O-102 // RXN3O-75 // RXN3O-54 // RXN-14292 // RXN-14291
AST-PWY	"AST-PWY"	SUCCGLUDESUCC-RXN // SUCCGLUALDDEHYD-RXN // SUCCORNTRANSAM-RXN // SUCCARGDIHYDRO-RXN // ARGININE-N-SUCCINYLTRANSFERASE-RXN
PWY-5462	"PWY-5462"	RXN-8639
PWY-7287	"PWY-7287"	PWY-7304 // PWY-7301 // PWY-7303 // RXN-14547 // RXN-14543 // RXN-14544 // RXN-14545 // RXN-14546
PWY-7209	"PWY-7209"	PWY0-1295 // PWY-3982
PWY-8099	"PWY-8099"	1.5.1.34-RXN // RXN-14206
PWY-6626	"PWY-6626"	RXN-11709 // RXN-11711 // RXN-11710 // RXN-11708
PWY-2221	"PWY-2221"	PEPDEPHOS-RXN // 2PGADEHYDRAT-RXN // 3PGAREARR-RXN // GLUCOSE-1-DEHYDROGENASE-NADP+-RXN // GLUCONOLACT-RXN // KDPGALDOL-RXN // RXN-3443 // DEOXYGLUCONOKIN-RXN // GLUCONATE-DEHYDRATASE-RXN
PWY-5024	"PWY-5024"	RXN-7565 // RXN-7564
PWY-7655	"PWY-7655"	RXN-16546 // RXN-16545 // RXN-16544
NPGLUCAT-PWY	"NPGLUCAT-PWY"	GLUCOSE-1-DEHYDROGENASE-NADP+-RXN // GLUCONOLACT-RXN // GKI-RXN // PYRUFLAVREDUCT-RXN // PEPDEPHOS-RXN // 2PGADEHYDRAT-RXN // GLYCERALDEHYDE-DEHYDRO-RXN // DHDOGALDOL-RXN // GLUCONATE-DEHYDRATASE-RXN
PWY-6461	"PWY-6461"	RXN-11338 // RXN-11342
PWY-7739	"PWY-7739"	RXN-17183 // RXN-17182 // RXN-17181 // 2.3.1.177-RXN
PWY-7820	"PWY-7820"	RXN-18067 // RXN-18066 // RXN-18065 // RXN-18064 // TRANS-RXN-322 // RXN-18063 // RXN-14571 // UGD-RXN // UDP-N-ACETYLGLUCOSAMINE-4-EPIMERASE-RXN
PWY0-1433	"PWY0-1433"	GTP-CYCLOHYDRO-I-RXN // H2NTPEPIM-RXN // RXN0-6368 // RXN0-6367
ENTNER-DOUDOROFF-PWY	"ENTNER-DOUDOROFF-PWY"	PGLUCONDEHYDRAT-RXN // KDPGALDOL-RXN
PWY0-823	"PWY0-823"	AGMATIN-RXN // ARGDECARBOX-RXN
PWY-5453	"PWY-5453"	RXN-8632 // RXN0-4281
PWY-7737	"PWY-7737"	RXN-17169 // RXN-17174 // RXN-17173 // RXN-17172 // RXN-17171 // RXN-17170
PWY-6418	"PWY-6418"	RXN-13647 // RXN-11171
PWY-5530	"PWY-5530"	GLUCONOKIN-RXN // GLUCONOLACT-RXN // 1.1.99.28-RXN
PWY-8004	"PWY-8004"	PEPDEPHOS-RXN // 2PGADEHYDRAT-RXN // RXN-15513 // PHOSGLYPHOS-RXN // GAPOXNPHOSPHN-RXN // 6PGLUCONOLACT-RXN // GLU6PDEHYDROG-RXN // ENTNER-DOUDOROFF-PWY
PWY-6459	"PWY-6459"	RXN-11297 // RXN-11296 // RXN-11295
PWY-6989	"PWY-6989"	RXN-13045 // RXN-13044 // RXN-13043 // RXN-13042 // RXN-13041 // R547-RXN // R546-RXN // R545-RXN
PWY-6386	"PWY-6386"	6.3.2.10-RXN // 6.3.2.7-RXN // DALADALALIG-RXN // GLUTRACE-RXN // UDP-NACMURALA-GLU-LIG-RXN // UDP-NACMUR-ALA-LIG-RXN // UDPNACETYLMURAMATEDEHYDROG-RXN // UDPNACETYLGLUCOSAMENOLPYRTRANS-RXN
SAM-PWY	"SAM-PWY"	S-ADENMETSYN-RXN
ARGASEDEG-PWY	"ARGASEDEG-PWY"	RXN-14116 // ORNITHINE-GLU-AMINOTRANSFERASE-RXN // ARGINASE-RXN
PWY-8035	"PWY-8035"	RXN-20275 // RXN-20266 // RXN-20260 // RXN-20264 // RXN-20259 // RXN-20258 // RXN-20272 // RXN-20271 // RXN-20270 // RXN-20269 // RXN-20268
P601-PWY	"P601-PWY"	RXN-13045 // R547-RXN // R546-RXN // R545-RXN // R544-RXN // R543-RXN // R542-RXN // R541-RXN
PWY-6616	"PWY-6616"	RXN-11691 // RXN-11690 // RXN-11689
PWY-6463	"PWY-6463"	RXN-11311 // 2.3.2.10-RXN
PWY-7953	"PWY-7953"	RXN-19251 // RXN-19252 // DALADALALIG-RXN // UDP-NACMURALGLDAPLIG-RXN // UDP-NACMUR-ALA-LIG-RXN // UDP-NACMURALGLDAPAALIG-RXN // UDPNACETYLMURAMATEDEHYDROG-RXN // UDPNACETYLGLUCOSAMENOLPYRTRANS-RXN
ARGDEG-PWY	"ARGDEG-PWY"	PUTDEG-PWY // 4AMINOBUTMETAB-PWY // PWY0-823 // PWY0-1221
PWY-5930	"PWY-5930"	RXN-9460 // RXN-9456 // RXN-9455
PWY-5499	"PWY-5499"	3.5.1.29-RXN // 1.14.12.4-RXN // 4.1.1.51-RXN // RXN-8756 // RXN-8757 // 4-PYRIDOXOLACTONASE-RXN // PYRIDOXAL-4-DEHYDROGENASE-RXN // PYRIDOXINE-4-OXIDASE-RXN // 2.6.1.30-RXN
PWY-6641	"PWY-6641"	PWY-6638 // PWY-6637
PWY-6462	"PWY-6462"	RXN-11307 // RXN-11310
PWY-7559	"PWY-7559"	RXN-12618 // RXN-6622
PWY-6387	"PWY-6387"	DALADALALIG-RXN // UDP-NACMURALGLDAPLIG-RXN // GLUTRACE-RXN // UDP-NACMURALA-GLU-LIG-RXN // UDP-NACMUR-ALA-LIG-RXN // UDP-NACMURALGLDAPAALIG-RXN // UDPNACETYLMURAMATEDEHYDROG-RXN // UDPNACETYLGLUCOSAMENOLPYRTRANS-RXN
ARGORNPROST-PWY	"ARGORNPROST-PWY"	PWY0-1312 // ORN-AMINOPENTANOATE-CAT-PWY // PWY-6344 // ARGDEGRAD-PWY
PWY-6915	"PWY-6915"	RXN-12660 // RXN-12658 // RXN-12654 // RXN-12655 // RXN-12653 // RXN-12652 // RXN-12650 // RXN-12649 // PENTALENENE-SYNTHASE-RXN // RXN-12651
PWY-6370	"PWY-6370"	RXN-10981 // 1.8.5.1-RXN // RXN-10980 // RXN-3522 // 1.6.5.4-RXN // RXN-3523
PWY-6638	"PWY-6638"	4.4.1.25-RXN // RXN-11737 // RXN-11738
OANTIGEN-PWY	"OANTIGEN-PWY"	UDPNAGSYN-PWY // DTDPRHAMSYN-PWY // GALPMUT-RXN
PWY0-1299	"PWY0-1299"	ARGDECARBOX-RXN
PWY-4983	"PWY-4983"	ARGSUCCINLYA-RXN // ARGSUCCINSYN-RXN // NITRIC-OXIDE-SYNTHASE-RXN
PWY-7355	"PWY-7355"	RXN-14855
PWY-6637	"PWY-6637"	RXN-11738 // PHOSACETYLTRANS-RXN // RXN-2364 // R231-RXN
PWY0-1241	"PWY0-1241"	RXN0-4301 // 5.1.3.20-RXN // RXN0-4361 // RXN0-4342 // RXN0-4341
PWY-7685	"PWY-7685"	RXN-16819
PWY-7523	"PWY-7523"	GUANIDINOBUTYRASE-RXN // RXN-15646 // 4.1.1.75-RXN // RXN-15645
PWY-7669	"PWY-7669"	RXN-16694 // RXN-16693 // RXN-16692
PWY0-1601	"PWY0-1601"	LYSDECARBOX-RXN
PWY-6036	"PWY-6036"	RXN-20972 // RXN-20981 // RXN-20980 // RXN-20977 // RXN-20978 // RXN-20976 // RXN-20970 // RXN-20969 // RXN-20968 // RXN-20967 // RXN-20961 // RXN-20959 // RXN-9824 // RXN-9823 // RXN-9822 // RXN-9821
ARG-PRO-PWY	"ARG-PRO-PWY"	SPONTPRO-RXN // ARGINASE-RXN // ORNITHINE-GLU-AMINOTRANSFERASE-RXN // PYRROLINECARBREDUCT-RXN
PWY-7797	"PWY-7797"	RXN-17843 // RXN-17838 // RXN-17837 // RXN-17833 // RXN-17832 // RXN-17831
PWY-6132	"PWY-6132"	LANOSTEROL-SYNTHASE-RXN
PROUT-PWY	"PROUT-PWY"	RXN-14903 // SPONTPRO-RXN // RXN-14116
PWY0-1305	"PWY0-1305"	GLUTDECARBOX-RXN
PWY-6143	"PWY-6143"	RXN-9998 // RXN-9999 // RXN-10000 // RXN-10001 // RXN-10002 // RXN-10003
PWY-7455	"PWY-7455"	RXN66-567 // PROGESTERONE-5-ALPHA-REDUCTASE-RXN
ARGDEG-IV-PWY	"ARGDEG-IV-PWY"	4.1.1.75-RXN // 1.2.1.54-RXN // GUANIDINOBUTYRASE-RXN // ARG-OXIDATION-RXN
PWY-8039	"PWY-8039"	RXN-16272 // RXN-20326 // RXN-20325 // RXN-16271 // RXN-20324 // RXN-20323 // RXN-20322 // RXN-20321 // RXN-20320 // RXN-20315 // RXN-20316 // RXN-20317 // RXN-20318 // RXN-20319
PWY-7529	"PWY-7529"	RXN-15655 // RXN-15654 // RXN-15653 // RXN-15652
PWY-8027	"PWY-8027"	RXN-12842
PWY-4041	"PWY-4041"	GAMMA-GLUTAMYLCYCLOTRANSFERASE-RXN // 5-OXOPROLINASE-ATP-HYDROLYSING-RXN // RXN-6601 // RXN-6622 // GLUTATHIONESYN-PWY
PWY-6140	"PWY-6140"	RXN-9993 // RXN-9992 // RXN-9991 // MANNKIN-RXN
PWY66-3	"PWY66-3"	PWY-6132 // 1.14.21.6-RXN // PWY-5670 // RXN66-323 // RXN66-25 // RXN66-24 // RXN66-23 // RXN66-22 // RXN66-21 // RXN66-20 // RXN66-19 // RXN66-18 // RXN66-17 // RXN66-16 // RXN66-15 // RXN66-14 // RXN66-13 // RXN66-12 // RXN66-11 // RXN66-10
ARGDEGRAD-PWY	"ARGDEGRAD-PWY"	ARGININE-DEIMINASE-RXN // CITRULLINE-DEG-PWY
PWY-5630	"PWY-5630"	RXN-8809
PWY-6145	"PWY-6145"	PWY-7529 // PWY-6140 // PWY-6144 // PWY-6139 // PWY-6138
PWY-6032	"PWY-6032"	RXN-20962 // RXN-20960 // RXN-20958 // RXN-20957 // RXN-20956 // RXN-20955 // 1.1.1.277-RXN // RXN-9726 // 1.1.1.278-RXN // PROGESTERONE-5-ALPHA-REDUCTASE-RXN
PWY-7719	"PWY-7719"	RXN-17083 // RXN-17078 // RXN-17079 // RXN-17080 // RXN-17081 // RXN-17082 // RXN-9998
PWY-4181	"PWY-4181"	RXN-6701 // RXN-6702 // RXN-6703
PWY66-5	"PWY66-5"	PWY-922 // PWY-5123 // PWY66-4 // PWY66-3 // PWY66-341
PWY-5993	"PWY-5993"	PWY-5984 // PWY-5979 // PWY-5978
PWY-6144	"PWY-6144"	1.14.18.2-RXN
PWY-7059	"PWY-7059"	RXN-11367 // RXN-11366 // RXN-13479 // RXN-13476 // RXN-13477 // RXN-13478
PWY-6074	"PWY-6074"	RXN66-305 // RXN66-304 // RXN66-303 // RXN66-314 // RXN66-319 // RXN66-318 // RXN66-317 // RXN66-316 // RXN66-315 // RXN66-313 // RXN66-312 // RXN66-311 // RXN66-310 // RXN66-306
PWY-7674	"PWY-7674"	RXN-16804 // RXN-16748 // RXN-16746 // RXN-16747 // DARAB5PISOM-RXN // KDO-8PSYNTH-RXN // KDO-8PPHOSPHAT-RXN
PWY1G-126	"PWY1G-126"	1.8.1.15-RXN // RXN1G-6
PWY-7424	"PWY-7424"	RXN-15135 // RXN-15134 // RXN-15133 // RXN-15132
DESULFONATION-PWY	"DESULFONATION-PWY"	BSDOSALCAL-RXN
PWY-7000	"PWY-7000"	PWY-7014 // RXN-14401 // RXN-14402 // RXN-13166 // RXN-13165 // RXN-13149 // RXN-13148 // RXN-13147 // RXN-13146 // RXN-13145 // RXN-13127 // RXN-13125 // RXN-13124 // RXN-13123 // RXN-13121 // RXN-13122 // RXN-13116 // RXN-13117 // RXN-13119 // RXN-13118
PWY-8026	"PWY-8026"	RXN-20129 // RXN-20128 // RXN-20127 // RXN66-19 // RXN-20125 // RXN-20122 // RXN-20121 // RXN-20120 // RXN-20119 // RXN-20118 // RXN-20117 // RXN66-314 // RXN-20116 // RXN-20114 // RXN-20113 // RXN-20112 // RXN66-306
PANTOSYN-PWY	"PANTOSYN-PWY"	PWY-5155 // COA-PWY // PANTO-PWY
GLUTATHIONESYN-PWY	"GLUTATHIONESYN-PWY"	GLUTATHIONE-SYN-RXN // GLUTCYSLIG-RXN
PWY18C3-1	"PWY18C3-1"	RXN-20438 // RXN66-323 // 1.14.21.6-RXN // RXN-20442 // RXN-20441 // RXN-20440 // RXN-4286 // RXN-20439 // RXN-20436 // RXN-20435 // RXN-20434 // RXN-20433 // RXN-4282
PWY-7521	"PWY-7521"	RXN-15638 // RXN-15637 // RXN-15636
PWY-7483	"PWY-7483"	RXN-14695 // RXN-15056 // RXN-11975 // RXN-15413 // RXN-15412 // RXN-15409 // RXN-15408 // RXN-15407 // RXN-15406 // RXN-15405 // RXN-15404 // RXN-15403 // RXN-15402
PWY-5290	"PWY-5290"	RXN-20745 // RXN-20744 // RXN-19644 // RXN-9370 // RXN-9369 // RXN-9368 // RXN-9367 // RXN-15237 // LOGANATE-O-METHYLTRANSFERASE-RXN // RXN-4521 // RXN-9372 // RXN-9371 // RXN-8618 // STRICTOSIDINE-SYNTHASE-RXN // AROMATIC-L-AMINO-ACID-DECARBOXYLASE-RXN // 1.3.3.9-RXN // RXN-8197
PWY-5640	"PWY-5640"	RXN-3661
PWY66-4	"PWY66-4"	PWY-6074 // RXN-11887 // PWY-6132 // PWY-5670 // RXN66-28 // RXN66-27 // RXN66-320
PWY3O-355	"PWY3O-355"	RXN-20770 // RXN-20769 // RXN-9624 // RXN3O-5293 // RXN3O-1803 // RXN3O-5304
PWY-6076	"PWY-6076"	CALCIDIOL-1-MONOOXYGENASE-RXN // RXN-9829 // RXN-9828 // RXN-9827
PWY1G-0	"PWY1G-0"	MYO-INOSITOL-1-PHOSPHATE-SYNTHASE-RXN // RXN-11015 // RXN-6501 // RXN1G-4 // RXN1G-121 // RXN1G-2
PWY-6061	"PWY-6061"	2.3.1.176-RXN // RXN-9852 // RXN-9851 // RXN-9850 // RXN-9848 // RXN-9847 // RXN-9846 // RXN-9845 // 6.2.1.28-RXN // RXN-9844 // RXN-9843 // RXN-9842 // RXN-9841 // RXN-9840 // RXN-9800 // GLYCINE-N-CHOLOYLTRANSFERASE-RXN // RXN-9799 // 4.2.1.107-RXN // RXN-9798 // RXN-9797 // 6.2.1.29-RXN // 1.2.1.40-RXN // CHOLESTANETETRAOL-26-DEHYDROGENASE-RXN // CHOLESTANETRIOL-26-MONOOXYGENASE-RXN // RXN-9796 // RXN-9794 // 1.14.13.95-RXN // 1.1.1.181-RXN // CHOLESTEROL-7-ALPHA-MONOOXYGENASE-RXN
PWY-5876	"PWY-5876"	RXN-9315 // RXN-9314
PWY-6041	"PWY-6041"	MALEYLACETATE-REDUCTASE-RXN // RXN-9733 // RXN-9732 // RXN-9731
PWY-7690	"PWY-7690"	RXN-16879 // RXN-16663 // RXN-16876 // RXN-16874 // RXN-16875 // RXN-16873 // RXN-16870 // RXN-16869 // RXN-16872 // RXN-16871 // RXN-16878 // RXN-16877
PWY-7155	"PWY-7155"	RXN-13896 // RXN-13895 // RXN-13891 // RXN-13892 // RXN-13893 // RXN-13894
PWY-6520	"PWY-6520"	RXN-11486
PWY-5989	"PWY-5989"	RXN-16380 // RXN-9548 // RXN-9635 // RXN-9634 // RXN-9633 // RXN-9632
PWY3O-6	"PWY3O-6"	1.1.1.117-RXN // D-ARABINOSE-1-DEHYDROGENASE-RXN // 1.1.3.37-RXN
THIOREDOX-PWY	"THIOREDOX-PWY"	THIOREDOXIN-RXN // THIOREDOXIN-REDUCT-NADPH-RXN
PWY-7588	"PWY-7588"	RXN-16034 // RXN-16033
PWY-5165	"PWY-5165"	TSDOSALCAL-RXN
PWY-7811	"PWY-7811"	RXN-17973 // RXN-17974 // RXN-17982 // RXN-17983 // RXN-17984 // RXN-17985 // RXN-17986 // RXN-17987
PWY-5467	"PWY-5467"	RXN-8687 // RXN-8686 // RXN-8685
PWY-5637	"PWY-5637"	RXN-18437 // RXN-18436 // 5.4.4.1-RXN
PWY66-341	"PWY66-341"	PWY-6074 // RXN66-314 // PWY-6132 // RXN66-313 // 1.14.21.6-RXN // RXN66-306 // PWY-5670 // RXN66-323 // RXN66-321 // RXN66-320 // RXN66-319 // RXN66-318 // RXN66-317 // RXN66-316 // RXN66-315 // RXN66-312 // RXN66-311 // RXN66-310 // RXN66-305 // RXN66-304 // RXN66-303
PWY-5122	"PWY-5122"	GPPSYN-RXN
PWY-5972	"PWY-5972"	RXN-9624 // RXN-9623 // RXN-9546 // RXN-9545 // RXN-9544 // RXN-9543
PWY-5027	"PWY-5027"	RXN-17066 // RXN-17007 // RXN-7569 // RXN-7568
GLUT-REDOX-PWY	"GLUT-REDOX-PWY"	RXN0-7271 // PRODISULFREDUCT-A-RXN
PWY-6075	"PWY-6075"	RXN3O-218 // 1.3.1.71-RXN // RXN3O-227 // RXN3O-203 // RXN3O-178
PWY-7507	"PWY-7507"	RETICULINE-OXIDASE-RXN // 2.1.1.117-RXN // 1.1.3.36-RXN // RXN-13806 // RXN-15543 // RXN-15542 // RXN-15541 // RXN-13828 // 1.14.13.37-RXN
TOLSULFDEG-PWY	"TOLSULFDEG-PWY"	4-SULFOBENZOATE-34-DIOXYGENASE-RXN // SYDDEHYD-RXN // SOLDEHYD-RXN // TSMOS-RXN
ERGOSTEROL-SYN-PWY	"ERGOSTEROL-SYN-PWY"	PWY-6132 // PWY-922 // PWY-5123 // PWY-6075 // PWY-6074 // PWY-5670
PWY-5805	"PWY-5805"	TRANS-OCTAPRENYLTRANSTRANSFERASE-RXN
PWY-7999	"PWY-7999"	RXN-19672 // RXN-19671 // RXN-10683 // 1.1.4.1-RXN
PWY-4081	"PWY-4081"	GLUTATHIONE-REDUCT-NADPH-RXN // 1.11.1.12-RXN // GLUTATHIONE-PEROXIDASE-RXN
PWY-7156	"PWY-7156"	PWY-7154 // NONMEVIPP-PWY // PWY-5123 // PWY-5670
ARGSYN-PWY	"ARGSYN-PWY"	GLUTORN-PWY // CARBPSYN-RXN // ORNCARBAMTRANSFER-RXN // ARGSUCCINLYA-RXN // ARGSUCCINSYN-RXN
PWY-6495	"PWY-6495"	RXN-13483 // RXN-13469 // RXN-11411 // RXN-11390 // RXN-11399 // RXN-11395 // RXN-11394
PWY-5645	"PWY-5645"	RXN-18438 // RXN-10381 // RXN-10245 // RXN-10246 // RXN-8838 // RXN-8837 // RXN-8836 // RXN-8835 // RXN-8834
PWY-7154	"PWY-7154"	RXN-20446 // RXN-20445 // RXN-20414 // RXN-20412 // RXN-20411 // RXN-13884 // RXN-13882 // RXN-13883 // RXN-13881 // RXN-13879 // 2.1.1.142-RXN
PWY-5816	"PWY-5816"	RXN-9138
PWY-1422	"PWY-1422"	RXN-2562 // RXN-2561 // TOCOPHEROL-O-METHYLTRANSFERASE-RXN // RXN-2543 // RXN-2542 // RXN-2541 // 4-HYDROXYPHENYLPYRUVATE-DIOXYGENASE-RXN
PWY-6840	"PWY-6840"	HOMOGLUTATHIONE-SYNTHASE-RXN // GLUTCYSLIG-RXN
PWY-7255	"PWY-7255"	RXN-18089 // RXN-18088 // RXN-15804 // GLUTCYSLIG-RXN // RXN-14431 // RXN-14430 // RXN-14429
PWY-8031	"PWY-8031"	RXN-20168 // RXN-20167 // RXN-19238 // RETICULINE-OXIDASE-RXN
PWY-102	"PWY-102"	RXN-886 // RXN-991 // RXN-947 // RXN-292 // RXN-6550 // RXN-172 // RXN-171 // RXN-114 // RXN-115 // RXN-118 // RXN-113
PWY-5154	"PWY-5154"	ACETYLORNTRANSAM-RXN // N-ACETYLGLUTPREDUCT-RXN // ACETYLGLUTKIN-RXN // N-ACETYLTRANSFER-RXN // RXN-7933 // 2.1.3.9-RXN // CARBPSYN-RXN // ARGSUCCINLYA-RXN // ARGSUCCINSYN-RXN
PWY-7550	"PWY-7550"	RXN-18089 // RXN-18088 // RXN-15804 // RXN-15801 // RXN-14431
PWY-6383	"PWY-6383"	RXN-11027 // IPPISOM-RXN // GPPSYN-RXN // 2.5.1.68-RXN // RXN-11023
PWY-7436	"PWY-7436"	RXN-14918 // RXN-14922 // RXN-14917 // RXN-14919 // RXN-14921 // RXN-14929
PWY8J2-1	"PWY8J2-1"	RXN8J2-1 // RXN8J2-2 // RXN8J2-3
ARGSYNBSUB-PWY	"ARGSYNBSUB-PWY"	N-ACETYLTRANSFER-RXN // CARBPSYN-RXN // GLUTAMATE-N-ACETYLTRANSFERASE-RXN // ACETYLGLUTKIN-RXN // N-ACETYLGLUTPREDUCT-RXN // ACETYLORNTRANSAM-RXN // ORNCARBAMTRANSFER-RXN // ARGSUCCINLYA-RXN // ARGSUCCINSYN-RXN
PWY-7096	"PWY-7096"	RXN-17126
PWY-5181	"PWY-5181"	PWY-7700 // PWY-2361 // PROTOCATECHUATE-ORTHO-CLEAVAGE-PWY // TOLUENE-DEG-4-OH-PWY
PWY-7532	"PWY-7532"	RXN-15669 // RXN-15668 // RXN-15667
GLYCOLYSIS-E-D	"GLYCOLYSIS-E-D"	GLU6PDEHYDROG-RXN // 6PGLUCONOLACT-RXN // GLYCOLYSIS // ENTNER-DOUDOROFF-PWY
RHAMCAT-PWY	"RHAMCAT-PWY"	RXN0-5306 // RXN-15356 // RHAMNISOM-RXN // RHAMNULOKIN-RXN // RHAMNULPALDOL-RXN
POLYISOPRENSYN-PWY	"POLYISOPRENSYN-PWY"	PWY-5783 // PWY-5785 // PWY-5123
GALACTITOLCAT-PWY	"GALACTITOLCAT-PWY"	TRANS-RXN-161 // RXN-16992 // 1.1.1.251-RXN // TAGAALDOL-RXN // TAGAKIN-RXN
SORBDEG-PWY	"SORBDEG-PWY"	SORB6PDEHYDROG-RXN
PWY-5270	"PWY-5270"	RXN-8142 // 1.5.1.27-RXN // RXN-8152 // MORPHINE-6-DEHYDROGENASE-RXN // 1.1.1.247-RXN // RXN-8151 // RXN-8150 // RXN-8149 // RXN-8147 // RXN-8144 // 2.3.1.150-RXN // 1.1.1.248-RXN // 1.1.3.35-RXN
HCAMHPDEG-PWY	"HCAMHPDEG-PWY"	HCAMULTI-RXN // PHENPRODIOLDEHYDROG-RXN // MHPHYDROXY-RXN // 1.13.11.16-RXN // MHPCHYDROL-RXN
PWY-6828	"PWY-6828"	RXN-12465
PWY-6494	"PWY-6494"	RXN-11393 // RXN-11391 // RXN-11392 // RXN-11388 // RXN-11385 // RXN-11387
PWY-7317	"PWY-7317"	PWY-7318 // PWY-7312 // 1.1.1.266-RXN // RXN-13749 // PWY-6953 // PWY-7315 // PWY-7316 // DTDPRHAMSYN-PWY
PWY-7400	"PWY-7400"	RXN-15004 // RXN-15007 // RXN-15006 // RXN-15005 // RXN-15003 // CARBPSYN-RXN // ORNCARBAMTRANSFER-RXN // ARGSUCCINLYA-RXN // ARGSUCCINSYN-RXN
PWY-6871	"PWY-6871"	RXN-7693 // RXN-7692 // RXN-7800 // 3-ISOPROPYLMALDEHYDROG-RXN // RXN-8991 // 2-ISOPROPYLMALATESYN-RXN // 3-ISOPROPYLMALISOM-RXN
MANNIDEG-PWY	"MANNIDEG-PWY"	MANNPDEHYDROG-RXN
PWY-5785	"PWY-5785"	UNDECAPRENYL-DIPHOSPHATASE-RXN // RXN-8999
PWY-6139	"PWY-6139"	RXN-9990 // N-ACETYLNEURAMINATE-SYNTHASE-RXN // RXN-9987
PWY0-981	"PWY0-981"	RXN0-299
